subset_index,mean_total,std_total,iqr_total,range_total
0,61.9,8.627534029741255,13.0,34
1,62.75,7.696746000089843,10.0,38
2,74.7,7.508244626657911,9.0,36
3,62.8,7.823817559997245,10.0,38
4,67.55,6.983928158654879,9.0,32
5,67.25,7.473015428591033,10.0,43
6,61.57,6.141850147335348,7.0,32
