subset_index,mean_total,std_total,iqr_total,range_total
0,199.56,1.2973944362576537,0.0,8
1,200.0,0.0,0.0,0
2,198.29,2.3668373818070325,3.0,9
3,196.71,2.9415003386748446,5.0,15
4,195.4,2.6092299262580925,3.0,9
5,199.98,0.14070529413628946,0.0,1
6,193.36,3.3770467045103834,4.0,13
