subset_index,mean_total,std_total,iqr_total,range_total
0,94.9,7.364259856382259,11.0,31
1,69.23,6.654314314029581,10.0,27
2,88.73,8.04639953361412,9.25,40
3,71.12,9.7133460202492,13.0,52
4,101.72,7.97860776189567,9.0,48
5,120.02,6.689325130913484,9.25,36
6,86.41,6.037082377801685,9.0,28
