subset_index,mean_total,std_total,iqr_total,range_total
0,200.0,0.0,0.0,0
1,187.96,4.574677777469881,5.25,22
2,196.72,2.8852813528057366,5.25,9
3,183.72,4.119625362980611,6.0,19
4,196.1,3.488798815024614,7.0,11
5,198.31,2.1541362608486567,3.0,8
6,187.85,4.905933327938914,5.0,26
