subset_index,mean_total,std_total,iqr_total,range_total
0,57.6,5.642551181724792,7.0,26
1,39.59,5.055440114122088,7.0,22
2,47.51,4.7086745652695265,6.25,22
3,74.33,5.276314523367136,6.0,30
4,78.42,5.836458037563743,7.0,30
5,65.67,5.047361546972695,7.0,29
6,58.83,5.665873384759072,7.5,31
