subset_index,mean_metric,std_metric,iqr,range_metric
0,0.9239638260006905,0.0038590308465964486,0.005086138844490051,0.016533476114273138
1,0.9211679767966271,0.003151308900629816,0.0045370116829872575,0.015527188777923584
2,0.9232178957462311,0.0036629799594265202,0.004322080314159371,0.017891204357147195
3,0.9235605599880219,0.003604046396428923,0.004703018069267317,0.017663186788558938
4,0.9273090800642967,0.003559640662115265,0.004938048124313421,0.019288235902786277
5,0.9188016455173492,0.003123073301274203,0.003731869161128998,0.01528338789939876
6,0.9253189353942871,0.003554713895410403,0.004719917476177171,0.019091093540191673
7,0.9208900178074836,0.0025342055144107257,0.003995642066001892,0.01155676841735842
8,0.9302707068920135,0.0036348240462040896,0.0051696807146071055,0.017452615499496504
9,0.9287855445742608,0.002932748917528639,0.004057863354682945,0.014691227674484164
