subset_index,mean_total,std_total,iqr_total,range_total
0,40.58,3.879966676936983,5.0,19
1,28.64,2.263098796256179,3.0,10
2,22.15,4.04113945327405,5.0,19
3,17.36,2.9764055333556114,4.0,14
4,12.79,2.8825318556765156,4.25,13
5,8.49,2.1057640951071472,3.0,10
