subset_index,mean_total,std_total,iqr_total,range_total
0,21.1,3.340900501603746,5.25,17
1,31.82,1.9968662317428147,2.25,9
2,8.43,2.7570112642336286,3.25,13
3,36.67,5.239814554510165,7.0,26
4,36.79,3.769347396828767,5.0,17
5,14.07,2.442283250310552,4.0,12
6,27.63,5.296568357308001,8.25,23
